Tipo_de_hogar-Titulo-Precio-Ubicacion-Atributos
Local en arriendo-Arriendo De Locales Comerciales Galería Viñals, Puerto Montt-UF 25-Antonio Varas 986, Puerto Montt, Centro De Puerto Montt, Puerto Montt-3 baños 625 m² útiles
Departamento en arriendo-Arriendo Departamento Amoblado 3d1b1e En Valle Volcanes-$ 450.000-Volcán Corcovado, Puerto Montt, La Paloma, Puerto Montt-3 dormitorios 1 baño 42 m² útiles
Departamento en arriendo-2 Dormitorios, 1 Baño. 1 Estacionamiento. Buen Estado!-$ 500.000-Impecable Estado / Sargento Silva, Puerto Montt-2 dormitorios 1 baño 50 m² útiles
Departamento en arriendo-"Departamento Avant Garde - Puerto Montt"-UF 12-Ejército 381, Puerto Montt, Centro De Puerto Montt, Puerto Montt-1 dormitorio 1 baño 34 m² útiles
Departamento en arriendo-Se Arrienda Casa En Valle Volcanes Puerto Montt-$ 750.000-Valle Volcanes, Puerto Montt, La Paloma, Puerto Montt-3 dormitorios 2 baños 92 m² útiles
Casa en arriendo-"Casa En Parcela Esquina A Orilla De Carretera - Chamiza"-$ 850.000-"Casa En Parcela Esquina A Orilla De Carretera - Las Vegas De Chamiza, Puerto Montt"-3 dormitorios 2 baños 196 m² útiles
Casa en arriendo-"Casa Pje. Maule, Valle Volcanes - Puerto Montt"-$ 850.000-Pje. Maule, Puerto Montt, La Paloma, Puerto Montt-3 dormitorios 3 baños 165 m² útiles
Departamento en arriendo-Departamento En Arriendo De 2 Dorm. En Puerto Montt-$ 600.000-Av Austral, La Paloma, Puerto Montt-2 dormitorios 2 baños 64 m² útiles
Departamento en arriendo-Departamento En Arriendo De 3 Dorm. En Puerto Montt-$ 400.000-Condominio Alto La Paloma, La Paloma, Puerto Montt-3 dormitorios 1 baño 46 m² útiles
Departamento en arriendo-Departamento En Arriendo De 3 Dorm. En Puerto Montt-$ 450.000-Condominio Alto La Paloma III, La Paloma, Puerto Montt-3 dormitorios 1 baño 48 m² útiles
Departamento en arriendo-Departamento En Arriendo De 3 Dorm. En Puerto Montt-$ 615.000-AltaVista, Puerto Montt-3 dormitorios 2 baños 65 m² útiles
Casa en arriendo-Excelente Ubicación, Arriendo En Sector Seminario,...-UF 35-Puerto Montt, Centro De Puerto Montt-5 dormitorios 3 baños 136 m² útiles
Casa en arriendo-En Arriendo Las Vegas De Chamiza-$ 850.000-Chamiza, Puerto Montt-3 dormitorios 2 baños 196 m² útiles
Casa en arriendo-Hermosa Y Amplia Casa En Sector Lomas Del Reloncav...-UF 63 , 80-Puerto Montt-6 dormitorios 4 baños 545 m² útiles
Departamento en arriendo-3 Dormitorios En Condominio Terramar-$ 750.000-Puerto Montt-3 dormitorios 2 baños 80 m² útiles
Departamento en arriendo-Edificio Imagina A Pasos Del Centro De Puerto Mont...-$ 550.000-Puerto Montt, Centro De Puerto Montt-2 dormitorios 2 baños 70 m² útiles
Departamento en arriendo-Departamento «altos De Pelluco», Con Vista Al Mar ...-$ 550.000-Puerto Montt-2 dormitorios 2 baños 50 m² útiles
Casa en arriendo-Casa En Arriendo, Sector Colonia Tres Puentes, Pue...-UF 16-Puerto Varas, Puerto Montt-2 dormitorios 2 baños 72 m² útiles
Departamento en arriendo-Excelente Departamento Amoblado En Arriendo. Edifi...-$ 780.000-Puerto Montt-3 dormitorios 2 baños 77 m² útiles
Casa en arriendo-Casa Semi Nueva Sector Costa Chinquio (18436)-$ 470.000-"Calle Chinquihue 1 - 300, Puerto Montt, Chile, Puerto Montt"-3 dormitorios 2 baños 85 m² útiles
Casa en arriendo-"1544 - Bósque Nuevo N°1688, Bosquemar"-$ 500.000-Calle Bosque Nuevo 1688, Puerto Montt, Puerto Montt-3 dormitorios 1 baño 54 m² útiles
Casa en arriendo-"1543 - Vicuña Mackenna N°2099, Alto Mirasol"-$ 400.000-Vicuña Mackenna, Puerto Montt, Puerto Montt-2 dormitorios 1 baño 50 m² útiles
Departamento en arriendo-Arriendo Departamento 2d/2b Ed. Terramar, Puerto Montt-$ 600.000-Av. Puerto Montt 1650, Puerto Montt, Puerto Montt-2 dormitorios 2 baños 65 m² útiles
Oficina en arriendo-Arriendo Oficina 130 Mt2 Centro Puerto Montt-UF 38-PEDRO MONTT ESQUINA URMENETA 160, Centro De Puerto Montt, Puerto Montt-3 baños 130 m² útiles
Departamento en arriendo-Departamento En Arriendo Amoblado-$ 500.000-Ejercito, 381, Centro De Puerto Montt, Puerto Montt-1 dormitorio 1 baño 35 m² útiles
Casa en arriendo-Arriendo Casa Amoblada Para Empresa En Condominio Privado-$ 1.600.000-Villa Yolanda, Puerto Montt-9 dormitorios 3 baños 120 m² útiles
Casa en arriendo-Arrienda Casa En Condominio En Valle Volcanes Puerto Montt-$ 900.000-Valle Volcanes, Puerto Montt, La Paloma, Puerto Montt-3 dormitorios 2 baños 112 m² útiles
Departamento en arriendo-Departamento En Arriendo Un Dormitorio Nuevo Alto Reloncavi-$ 420.000-Antares 861, Puerto Montt, Puerto Montt-1 dormitorio 1 baño 49 m² útiles
Casa en arriendo-Parcela Pichiquillaipe/ 3 Casas Quincho Borde Mar-$ 1.500.000-"Península Amarilla, 1 - 300, Puerto Montt"-4 dormitorios 2 baños 210 m² útiles
Terreno en arriendo-Excelente Terreno De Inmejorable Ubicación-UF 110 , 50-Bernardo O'Higgins 1, Centro De Puerto Montt, Puerto Montt-2.566 m² totales
Casa en arriendo-Casa En Arriendo De 6d 5b. En Las Condes-UF 115-Cruz Del Sur 354, Puerto Montt-6 dormitorios 5 baños 370 m² útiles
Local en arriendo-Galpón Comercial En Arriendo/venta Ubicación Estratégica-$ 1.000.000-Centro De Puerto Montt, Puerto Montt-100 m² útiles
Departamento en arriendo-Departamento Nuevo 3d/3b Lomas De Reloncavi-UF 21-Vía Azul 930, Puerto Montt, Puerto Montt-3 dormitorios 3 baños 100 m² útiles
Departamento en arriendo-Arriendo Depto Amoblado En Puerta Sur. Puerto Montt-$ 550.000-Puerta Sur, Puerto Montt-56 m² útiles
